,owners
21064,0-20000
4407,100000-200000
4965,100000-200000
16802,20000-50000
13882,20000-50000
6286,100000-200000
57290,0-20000
52811,0-20000
57185,0-20000
55381,0-20000
37621,0-20000
22402,0-20000
55008,0-20000
15884,20000-50000
14050,20000-50000
36164,0-20000
52457,0-20000
42413,0-20000
56784,0-20000
33352,0-20000
30850,0-20000
32644,0-20000
12951,20000-50000
49025,0-20000
49390,0-20000
8462,50000-100000
18142,20000-50000
20614,0-20000
36049,0-20000
34923,0-20000
5872,100000-200000
6727,50000-100000
25842,0-20000
40280,0-20000
43340,0-20000
44425,0-20000
31192,0-20000
14878,20000-50000
58865,0-20000
5174,100000-200000
10009,50000-100000
12957,20000-50000
25254,0-20000
22696,0-20000
27188,0-20000
50732,0-20000
54949,0-20000
30322,0-20000
23134,0-20000
11768,20000-50000
42543,0-20000
42489,0-20000
45689,0-20000
8264,50000-100000
26232,0-20000
39399,0-20000
33564,0-20000
58540,0-20000
57710,0-20000
55050,0-20000
43662,0-20000
17897,20000-50000
29914,0-20000
47863,0-20000
53462,0-20000
11593,20000-50000
35171,0-20000
56785,0-20000
41514,0-20000
21393,0-20000
52097,0-20000
21311,0-20000
22904,0-20000
52769,0-20000
22958,0-20000
7487,100000-200000
13195,20000-50000
39909,0-20000
20750,0-20000
13196,20000-50000
10144,50000-100000
8816,50000-100000
3808,200000-500000
23385,0-20000
47859,0-20000
52804,0-20000
29840,0-20000
12208,20000-50000
23153,0-20000
23216,0-20000
36802,0-20000
49775,0-20000
4733,100000-200000
28104,0-20000
36930,0-20000
8095,50000-100000
38547,0-20000
8333,50000-100000
6877,50000-100000
56845,0-20000
22322,0-20000
19385,0-20000
58673,0-20000
51541,0-20000
47929,0-20000
7980,50000-100000
20408,0-20000
21837,0-20000
19959,0-20000
11414,20000-50000
31047,0-20000
5317,100000-200000
39717,0-20000
5741,100000-200000
53540,0-20000
23152,0-20000
4527,100000-200000
32556,0-20000
58471,0-20000
26896,0-20000
33236,0-20000
42357,0-20000
46886,0-20000
3692,200000-500000
7197,50000-100000
4591,100000-200000
31798,0-20000
38998,0-20000
50520,0-20000
36527,0-20000
2337,200000-500000
50367,0-20000
3254,200000-500000
16694,20000-50000
35052,0-20000
15521,20000-50000
5401,100000-200000
32200,0-20000
39960,0-20000
44243,0-20000
41119,0-20000
16754,20000-50000
35152,0-20000
24966,0-20000
21695,0-20000
5639,100000-200000
25173,0-20000
27206,0-20000
11142,20000-50000
29161,0-20000
30534,0-20000
10409,50000-100000
11390,20000-50000
16906,20000-50000
15041,20000-50000
3605,200000-500000
8145,50000-100000
14440,20000-50000
20514,0-20000
17952,20000-50000
13366,20000-50000
35296,0-20000
52652,0-20000
14569,20000-50000
24606,0-20000
4496,100000-200000
54518,0-20000
16819,20000-50000
27631,0-20000
44016,0-20000
41600,0-20000
40313,0-20000
10839,20000-50000
32103,0-20000
726,>1000000
2740,200000-500000
35281,0-20000
800,>1000000
46019,0-20000
8714,50000-100000
38179,0-20000
10900,20000-50000
49052,0-20000
7689,200000-500000
58410,0-20000
39368,0-20000
29531,0-20000
5026,100000-200000
53744,0-20000
57649,0-20000
34182,0-20000
37339,0-20000
25522,0-20000
57688,0-20000
41023,0-20000
26440,0-20000
41471,0-20000
4854,100000-200000
11803,0-20000
39593,0-20000
55466,0-20000
47862,0-20000
31353,0-20000
29619,0-20000
44721,0-20000
5695,100000-200000
1036,500000-1000000
55508,0-20000
52460,0-20000
22796,0-20000
42587,0-20000
40833,0-20000
1726,500000-1000000
12926,20000-50000
4605,100000-200000
35265,0-20000
11829,20000-50000
34986,0-20000
28810,0-20000
23322,0-20000
43747,0-20000
10033,50000-100000
21460,0-20000
43759,0-20000
35305,0-20000
56866,0-20000
16398,20000-50000
5528,100000-200000
31080,0-20000
43699,0-20000
44334,0-20000
54341,0-20000
38233,0-20000
5118,100000-200000
45484,0-20000
35860,0-20000
28907,0-20000
52846,0-20000
22612,0-20000
30568,0-20000
31079,0-20000
24530,0-20000
33636,0-20000
36787,0-20000
54741,0-20000
45021,0-20000
33218,0-20000
18724,0-20000
30406,0-20000
37845,0-20000
22139,0-20000
55294,0-20000
17033,20000-50000
11685,20000-50000
31677,0-20000
6157,100000-200000
40302,0-20000
29803,0-20000
10282,50000-100000
15184,20000-50000
13307,20000-50000
36485,0-20000
26351,0-20000
7718,50000-100000
46751,0-20000
14591,20000-50000
23496,0-20000
23451,0-20000
26914,0-20000
54305,0-20000
56661,0-20000
26644,0-20000
11840,20000-50000
8689,50000-100000
12418,20000-50000
33535,0-20000
40580,0-20000
9865,50000-100000
49698,0-20000
49515,0-20000
21552,0-20000
47802,0-20000
31869,0-20000
41980,0-20000
17368,20000-50000
12261,20000-50000
10013,50000-100000
40669,0-20000
57512,0-20000
38705,0-20000
29340,0-20000
2074,200000-500000
24886,0-20000
4792,100000-200000
37773,0-20000
24454,0-20000
38189,0-20000
50833,0-20000
55336,0-20000
58240,0-20000
29768,0-20000
2606,200000-500000
55266,0-20000
52267,0-20000
32550,0-20000
2505,200000-500000
2649,200000-500000
54994,0-20000
24989,0-20000
35450,0-20000
43495,0-20000
39255,0-20000
20990,0-20000
16003,20000-50000
41132,0-20000
54954,0-20000
32249,0-20000
34505,0-20000
18824,0-20000
1476,500000-1000000
42064,0-20000
49761,0-20000
10949,20000-50000
31342,0-20000
39180,0-20000
6591,100000-200000
22232,0-20000
58621,0-20000
58841,0-20000
2096,200000-500000
46974,0-20000
54522,0-20000
50448,0-20000
10639,20000-50000
43936,0-20000
1715,500000-1000000
58269,0-20000
29323,0-20000
52241,0-20000
47626,0-20000
40873,0-20000
28716,0-20000
46557,0-20000
29383,0-20000
12044,20000-50000
35845,0-20000
39132,0-20000
2777,200000-500000
36634,0-20000
48975,0-20000
38839,0-20000
15069,20000-50000
4848,100000-200000
17228,20000-50000
21042,0-20000
34307,0-20000
36325,0-20000
58206,0-20000
50460,0-20000
8152,50000-100000
19827,0-20000
14696,20000-50000
50836,0-20000
30093,0-20000
13595,20000-50000
6231,100000-200000
30209,0-20000
25629,0-20000
49971,0-20000
54332,0-20000
40938,50000-100000
3479,200000-500000
6964,50000-100000
56253,0-20000
4794,100000-200000
19869,0-20000
33601,0-20000
13531,20000-50000
50834,0-20000
51466,0-20000
58904,0-20000
16668,20000-50000
35063,0-20000
54110,0-20000
2645,200000-500000
7028,50000-100000
22056,0-20000
31202,0-20000
39157,0-20000
30531,0-20000
41177,0-20000
18980,0-20000
54802,0-20000
14024,20000-50000
41223,0-20000
16993,20000-50000
43441,0-20000
1960,200000-500000
15573,20000-50000
19803,0-20000
30174,0-20000
13577,20000-50000
39788,0-20000
35392,0-20000
42367,0-20000
3894,200000-500000
58182,0-20000
55875,0-20000
15042,20000-50000
13142,20000-50000
15865,20000-50000
42249,0-20000
11238,20000-50000
11873,20000-50000
53528,0-20000
32050,0-20000
47000,0-20000
32959,0-20000
49867,0-20000
20213,0-20000
47187,0-20000
36733,0-20000
3503,200000-500000
50700,0-20000
26839,0-20000
34066,0-20000
13219,20000-50000
50823,0-20000
18033,20000-50000
58736,0-20000
14511,20000-50000
33831,0-20000
49195,0-20000
31060,0-20000
25574,0-20000
50403,0-20000
2588,200000-500000
27332,0-20000
7536,50000-100000
35722,0-20000
51485,0-20000
35792,0-20000
2031,200000-500000
31225,0-20000
51626,0-20000
361,>1000000
48535,0-20000
56000,0-20000
37270,0-20000
49632,0-20000
1863,500000-1000000
9860,50000-100000
51233,0-20000
17355,20000-50000
1285,500000-1000000
37100,0-20000
21657,0-20000
42798,0-20000
42948,0-20000
41107,0-20000
28904,0-20000
5238,100000-200000
44717,0-20000
18330,20000-50000
8056,50000-100000
16610,20000-50000
13634,20000-50000
30340,0-20000
37964,0-20000
6419,100000-200000
58974,0-20000
44811,0-20000
36685,0-20000
34387,0-20000
27333,0-20000
2333,200000-500000
19613,0-20000
46952,0-20000
33317,0-20000
39316,0-20000
22987,0-20000
11487,20000-50000
26488,0-20000
44279,0-20000
39558,0-20000
33217,0-20000
4664,100000-200000
2489,200000-500000
20053,0-20000
36652,0-20000
13451,20000-50000
32340,0-20000
58250,0-20000
2444,200000-500000
29464,0-20000
21847,0-20000
42369,0-20000
43710,0-20000
32176,0-20000
13155,20000-50000
2206,200000-500000
45082,0-20000
4839,100000-200000
34641,0-20000
46570,0-20000
3411,200000-500000
25337,0-20000
50679,0-20000
45502,0-20000
49137,0-20000
34958,0-20000
11591,20000-50000
22378,0-20000
11566,20000-50000
36746,0-20000
56990,0-20000
43127,0-20000
35526,0-20000
43616,0-20000
49071,0-20000
19153,0-20000
30643,0-20000
10510,50000-100000
27184,0-20000
35952,0-20000
15383,20000-50000
12535,20000-50000
19234,0-20000
49626,0-20000
35021,0-20000
15873,20000-50000
30433,0-20000
44546,0-20000
14590,20000-50000
19834,0-20000
31492,0-20000
4810,100000-200000
30832,0-20000
54374,0-20000
27157,0-20000
3442,200000-500000
54473,0-20000
42111,0-20000
7339,50000-100000
6933,50000-100000
22162,0-20000
27924,0-20000
691,>1000000
11745,20000-50000
44480,0-20000
11341,20000-50000
53642,0-20000
41532,0-20000
44986,0-20000
7874,50000-100000
2357,200000-500000
7522,50000-100000
8351,50000-100000
5913,20000-50000
7465,50000-100000
24615,0-20000
41149,0-20000
48405,0-20000
49367,0-20000
17588,20000-50000
58623,0-20000
15162,20000-50000
28409,0-20000
21427,0-20000
38892,0-20000
7534,50000-100000
28084,0-20000
17944,20000-50000
36615,0-20000
49432,0-20000
16482,20000-50000
13359,20000-50000
21954,0-20000
29111,0-20000
36777,0-20000
33462,0-20000
9414,50000-100000
8197,50000-100000
15981,20000-50000
41338,0-20000
15050,20000-50000
53734,0-20000
5030,100000-200000
58124,0-20000
19136,0-20000
43397,0-20000
21901,0-20000
24755,0-20000
13205,20000-50000
20877,0-20000
11313,20000-50000
9192,50000-100000
38082,0-20000
6000,100000-200000
52483,0-20000
17184,20000-50000
11586,20000-50000
15552,20000-50000
57985,0-20000
17424,20000-50000
56136,0-20000
26787,0-20000
22972,0-20000
7637,50000-100000
58021,0-20000
43818,0-20000
46706,0-20000
48802,0-20000
55620,0-20000
48951,0-20000
30233,0-20000
55094,0-20000
12416,20000-50000
45573,0-20000
48994,0-20000
17623,20000-50000
19780,0-20000
43948,0-20000
39488,0-20000
51683,0-20000
3125,200000-500000
9529,50000-100000
32261,0-20000
53406,0-20000
23455,0-20000
25052,0-20000
37905,0-20000
45490,0-20000
20969,0-20000
20354,0-20000
3691,200000-500000
50900,0-20000
50425,0-20000
15680,20000-50000
35478,0-20000
20423,0-20000
15613,20000-50000
48470,0-20000
23303,0-20000
24067,0-20000
33805,0-20000
58176,0-20000
3232,200000-500000
5969,100000-200000
25111,0-20000
31333,0-20000
25959,0-20000
32694,0-20000
35317,0-20000
57136,20000-50000
43788,0-20000
46436,0-20000
37706,0-20000
57479,0-20000
6653,100000-200000
342,>1000000
36087,0-20000
7709,50000-100000
13704,20000-50000
38136,0-20000
56089,0-20000
6166,100000-200000
58058,0-20000
49834,0-20000
17564,20000-50000
52188,0-20000
16251,20000-50000
16014,20000-50000
58423,0-20000
37246,0-20000
36211,0-20000
49546,0-20000
57904,0-20000
8727,50000-100000
37685,0-20000
5298,100000-200000
6394,100000-200000
56452,0-20000
15357,20000-50000
21629,0-20000
43335,0-20000
6829,50000-100000
56471,0-20000
12842,20000-50000
58275,0-20000
18492,0-20000
25605,0-20000
49426,0-20000
5042,100000-200000
7779,50000-100000
58724,0-20000
23826,0-20000
48635,0-20000
21525,0-20000
26358,0-20000
44566,0-20000
57869,0-20000
52882,0-20000
46264,0-20000
39410,0-20000
35750,0-20000
18517,0-20000
51033,0-20000
16075,20000-50000
58485,0-20000
31737,0-20000
32663,0-20000
57891,0-20000
27369,0-20000
40594,0-20000
9385,50000-100000
28665,0-20000
42167,0-20000
13699,20000-50000
44746,0-20000
25893,0-20000
36237,0-20000
5810,100000-200000
48291,0-20000
19164,0-20000
7140,50000-100000
44264,0-20000
34164,0-20000
52362,0-20000
39012,0-20000
30403,0-20000
27323,0-20000
35252,0-20000
32379,0-20000
2718,200000-500000
51547,0-20000
29467,0-20000
12802,20000-50000
55373,0-20000
12714,20000-50000
4096,200000-500000
11032,20000-50000
13586,20000-50000
45504,0-20000
12263,20000-50000
43271,0-20000
57069,0-20000
57081,20000-50000
31726,0-20000
48480,0-20000
31508,0-20000
21939,0-20000
56500,0-20000
54262,0-20000
19100,0-20000
16940,20000-50000
52051,0-20000
39103,0-20000
48344,0-20000
51550,0-20000
3153,200000-500000
27790,0-20000
38270,0-20000
3155,200000-500000
10186,50000-100000
55514,0-20000
54052,0-20000
4945,100000-200000
23055,0-20000
13365,20000-50000
57242,0-20000
32319,0-20000
16985,20000-50000
11877,20000-50000
41092,0-20000
36345,0-20000
3631,200000-500000
52981,0-20000
15530,20000-50000
41797,0-20000
30432,0-20000
49156,0-20000
27758,0-20000
20112,0-20000
30673,0-20000
20135,0-20000
45985,0-20000
20269,0-20000
45979,0-20000
50724,0-20000
30243,0-20000
9823,50000-100000
29117,0-20000
34828,0-20000
39027,0-20000
54588,0-20000
34244,0-20000
47256,0-20000
53480,0-20000
26770,0-20000
2997,200000-500000
11468,20000-50000
15577,20000-50000
36260,0-20000
24385,0-20000
38630,0-20000
27205,0-20000
17563,20000-50000
14893,20000-50000
55910,0-20000
713,>1000000
38276,0-20000
25474,0-20000
32018,0-20000
21310,0-20000
24381,0-20000
17948,20000-50000
35091,0-20000
13191,20000-50000
25414,0-20000
23802,0-20000
58699,0-20000
47641,0-20000
15769,20000-50000
10580,20000-50000
31854,0-20000
28702,0-20000
46137,0-20000
40655,0-20000
43223,0-20000
5297,100000-200000
1352,500000-1000000
13259,20000-50000
36157,0-20000
53882,0-20000
41598,0-20000
11527,20000-50000
50637,0-20000
40282,0-20000
35702,0-20000
55716,0-20000
32297,0-20000
42932,0-20000
37108,0-20000
52132,0-20000
44453,0-20000
48492,0-20000
36118,0-20000
40588,0-20000
39325,0-20000
48014,0-20000
19621,0-20000
17192,20000-50000
56082,0-20000
1278,500000-1000000
11054,20000-50000
37886,0-20000
10207,50000-100000
10485,50000-100000
26175,0-20000
24567,0-20000
41377,0-20000
34950,0-20000
9904,50000-100000
38868,0-20000
26570,0-20000
6816,50000-100000
39330,0-20000
526,>1000000
14320,20000-50000
29976,0-20000
15822,20000-50000
47552,0-20000
13659,20000-50000
42929,0-20000
52824,0-20000
9839,50000-100000
46705,0-20000
14388,20000-50000
55674,0-20000
9615,50000-100000
36094,0-20000
50189,0-20000
35280,0-20000
28030,0-20000
26258,0-20000
43407,0-20000
29673,0-20000
7329,50000-100000
31898,0-20000
19012,0-20000
40415,0-20000
25808,0-20000
41919,0-20000
289,>1000000
14545,20000-50000
39617,0-20000
19251,0-20000
44072,0-20000
42655,0-20000
25519,0-20000
58610,0-20000
52153,0-20000
24161,0-20000
22515,0-20000
38014,0-20000
52771,0-20000
37067,0-20000
56051,0-20000
39527,0-20000
1533,500000-1000000
44084,0-20000
5677,100000-200000
4086,200000-500000
5212,100000-200000
20485,0-20000
53445,0-20000
40294,0-20000
5415,100000-200000
39052,0-20000
39539,0-20000
53668,0-20000
13712,20000-50000
52305,0-20000
49897,0-20000
3677,200000-500000
1506,500000-1000000
5136,100000-200000
58264,0-20000
12894,20000-50000
11402,20000-50000
36331,0-20000
39684,0-20000
24649,0-20000
38790,0-20000
22181,0-20000
5777,100000-200000
5424,100000-200000
32653,0-20000
47350,0-20000
4028,200000-500000
46333,0-20000
56727,0-20000
16506,20000-50000
26442,0-20000
6101,100000-200000
30937,0-20000
14925,20000-50000
47681,0-20000
23146,0-20000
37057,0-20000
819,>1000000
55588,0-20000
1648,500000-1000000
39907,0-20000
6497,100000-200000
21894,0-20000
43637,0-20000
52943,0-20000
32957,0-20000
41168,0-20000
38105,0-20000
48399,0-20000
11409,20000-50000
30442,0-20000
37976,0-20000
3053,200000-500000
42892,0-20000
32430,0-20000
22413,0-20000
45129,0-20000
22767,0-20000
36107,0-20000
17409,20000-50000
38677,0-20000
44969,0-20000
21738,0-20000
19949,0-20000
12793,20000-50000
35888,0-20000
44883,0-20000
28994,0-20000
44733,0-20000
4948,100000-200000
26399,0-20000
47747,0-20000
3221,200000-500000
20144,0-20000
28474,0-20000
23902,0-20000
32292,0-20000
17140,20000-50000
16207,20000-50000
24575,0-20000
58462,0-20000
11965,20000-50000
22872,0-20000
33720,0-20000
29568,0-20000
32671,0-20000
53588,0-20000
39990,0-20000
38213,0-20000
47771,0-20000
16002,20000-50000
10886,20000-50000
18558,0-20000
43951,0-20000
23773,0-20000
18533,0-20000
58767,0-20000
21600,0-20000
58180,0-20000
23376,0-20000
16790,20000-50000
7153,50000-100000
30619,0-20000
21173,0-20000
20037,0-20000
13825,20000-50000
41452,0-20000
20402,0-20000
17444,20000-50000
16922,20000-50000
47170,0-20000
12229,20000-50000
39406,0-20000
31918,0-20000
43466,0-20000
52517,0-20000
2833,200000-500000
58762,0-20000
45685,0-20000
43682,0-20000
30927,0-20000
18631,0-20000
51015,0-20000
21319,0-20000
18509,0-20000
53456,0-20000
45801,0-20000
17653,20000-50000
41844,0-20000
16517,20000-50000
46465,0-20000
3440,200000-500000
34636,0-20000
24784,0-20000
31149,0-20000
34488,0-20000
14433,20000-50000
15557,20000-50000
28596,0-20000
7250,50000-100000
49785,0-20000
7690,50000-100000
30419,0-20000
49803,0-20000
34757,0-20000
40891,0-20000
10637,20000-50000
13284,20000-50000
44435,0-20000
39355,0-20000
56216,0-20000
57772,0-20000
37114,0-20000
13564,20000-50000
15046,20000-50000
44050,0-20000
9062,50000-100000
27558,0-20000
58615,0-20000
3207,200000-500000
23528,0-20000
21391,20000-50000
43314,0-20000
24871,0-20000
7645,50000-100000
9778,50000-100000
18841,0-20000
12968,20000-50000
45265,0-20000
10865,20000-50000
13515,20000-50000
3639,200000-500000
29974,0-20000
13766,20000-50000
40547,0-20000
21535,0-20000
45467,0-20000
28692,0-20000
48240,0-20000
19000,0-20000
40159,0-20000
34531,0-20000
48692,0-20000
26742,0-20000
44604,0-20000
2603,200000-500000
40620,0-20000
12596,20000-50000
16400,20000-50000
51408,0-20000
13929,20000-50000
58877,0-20000
32432,0-20000
39102,0-20000
15665,20000-50000
43292,0-20000
15585,20000-50000
3543,200000-500000
51776,0-20000
50115,0-20000
1931,500000-1000000
40083,0-20000
54814,0-20000
52063,0-20000
33590,0-20000
40843,0-20000
43590,0-20000
41610,0-20000
47430,0-20000
34295,0-20000
25447,0-20000
17153,20000-50000
5196,100000-200000
50342,0-20000
20466,0-20000
30495,0-20000
18425,0-20000
4783,100000-200000
16864,20000-50000
18396,0-20000
40117,0-20000
3432,200000-500000
39546,0-20000
32099,0-20000
20045,0-20000
47875,0-20000
33811,0-20000
54587,0-20000
47165,0-20000
52736,0-20000
43491,0-20000
46530,0-20000
57641,0-20000
30258,0-20000
58081,0-20000
33364,0-20000
54487,0-20000
36271,0-20000
58984,0-20000
56893,0-20000
10105,50000-100000
35323,0-20000
13304,20000-50000
22977,0-20000
45328,0-20000
29225,0-20000
34525,0-20000
11559,20000-50000
44537,0-20000
38825,0-20000
47180,0-20000
6180,100000-200000
44725,0-20000
51240,0-20000
31866,0-20000
40338,0-20000
58415,0-20000
16770,20000-50000
56639,0-20000
31221,0-20000
14643,20000-50000
28709,0-20000
32094,0-20000
12356,20000-50000
27189,0-20000
52067,0-20000
1223,500000-1000000
21606,0-20000
47367,0-20000
23471,0-20000
37347,0-20000
3745,200000-500000
56869,0-20000
31775,0-20000
53165,0-20000
4780,100000-200000
7214,50000-100000
21308,0-20000
949,>1000000
46505,0-20000
48895,0-20000
46520,0-20000
22435,0-20000
38454,0-20000
28468,0-20000
55665,0-20000
45589,0-20000
39312,0-20000
30512,0-20000
32931,0-20000
17488,20000-50000
35872,0-20000
26420,0-20000
13738,20000-50000
44545,0-20000
39385,0-20000
48976,0-20000
11523,20000-50000
10456,50000-100000
33951,0-20000
21424,0-20000
173,>1000000
42258,0-20000
21934,0-20000
55533,0-20000
3648,200000-500000
8291,50000-100000
19401,0-20000
14852,20000-50000
16342,20000-50000
29343,0-20000
46332,0-20000
30618,0-20000
50796,0-20000
57575,0-20000
28252,0-20000
20199,0-20000
16097,20000-50000
46718,0-20000
47969,0-20000
51909,0-20000
14577,20000-50000
9422,50000-100000
9603,50000-100000
4836,100000-200000
30327,0-20000
29794,0-20000
53195,0-20000
37803,0-20000
7421,50000-100000
7474,50000-100000
31779,0-20000
14055,20000-50000
31960,0-20000
51125,0-20000
49597,0-20000
15841,20000-50000
22737,0-20000
11353,20000-50000
35109,0-20000
23651,0-20000
41193,0-20000
